File Name	Input	Output	Count
Arachnia_propionica_NCTC12967	GyrI-like	MerR_1	1
Arachnia_propionica_NCTC12967	None	GntR	3
Arachnia_propionica_NCTC12967	PRD	HTH_11	1
Arachnia_propionica_NCTC12967	PRD	Mga	1
Arachnia_propionica_NCTC12967	PTS_EIIA_2	HTH_11	1
Arachnia_propionica_NCTC12967	PTS_EIIA_2	Mga	1
Arachnia_propionica_NCTC12967	None	Sigma70_r2	2
Arachnia_propionica_NCTC12967	None	Sigma70_r3	2
Arachnia_propionica_NCTC12967	None	Sigma70_r4	3
Arachnia_propionica_NCTC12967	None	PadR	4
Arachnia_propionica_NCTC12967	None	MarR_2	2
Arachnia_propionica_NCTC12967	None	HTH_31	2
Arachnia_propionica_NCTC12967	DeoRC	HTH_DeoR	6
Arachnia_propionica_NCTC12967	FCD	GntR	2
Arachnia_propionica_NCTC12967	ROK	HTH_24	1
Arachnia_propionica_NCTC12967	EPSP_synthase	HTH_3	1
Arachnia_propionica_NCTC12967	None	FUR	1
Arachnia_propionica_NCTC12967	IclR	HTH_IclR	1
Arachnia_propionica_NCTC12967	HrcA	HTH_DeoR	1
Arachnia_propionica_NCTC12967	None	HTH_27	1
Arachnia_propionica_NCTC12967	None	HTH_24	2
Arachnia_propionica_NCTC12967	None	HTH_30	1
Arachnia_propionica_NCTC12967	LAGLIDADG_WhiA	HTH_WhiA	1
Arachnia_propionica_NCTC12967	WhiA_N	HTH_WhiA	1
Arachnia_propionica_NCTC12967	None	GerE	2
Arachnia_propionica_NCTC12967	TipAS	MerR_1	1
Arachnia_propionica_NCTC12967	UTRA	GntR	3
Arachnia_propionica_NCTC12967	None	HTH_Crp_2	1
Arachnia_propionica_NCTC12967	TetR_C	TetR_N	1
Arachnia_propionica_NCTC12967	AsnC_trans_reg	HTH_AsnC-type	1
Arachnia_propionica_NCTC12967	TetR_C_11	TetR_N	1
Arachnia_propionica_NCTC12967	TOBE	HTH_17	1
Arachnia_propionica_NCTC12967	None	HTH_IclR	1
Arachnia_propionica_NCTC12967	None	Vir_act_alpha_C	1
Arachnia_propionica_NCTC12967	None	Trans_reg_C	1
Actinoplanes_derwentensis_DSM_43941	cNMP_binding	HTH_Crp_2	6
Actinoplanes_derwentensis_DSM_43941	None	EAL	41
Actinoplanes_derwentensis_DSM_43941	None	GGDEF	74
Actinoplanes_derwentensis_DSM_43941	None	TetR_N	97
Actinoplanes_derwentensis_DSM_43941	None	GerE	31
Actinoplanes_derwentensis_DSM_43941	GAF	GGDEF	8
Actinoplanes_derwentensis_DSM_43941	Peripla_BP_3	LacI	34
Actinoplanes_derwentensis_DSM_43941	None	MerR	5
Actinoplanes_derwentensis_DSM_43941	None	Trans_reg_C	6
Actinoplanes_derwentensis_DSM_43941	None	HTH_20	30
Actinoplanes_derwentensis_DSM_43941	None	HTH_5	6
Actinoplanes_derwentensis_DSM_43941	LMWPc	HTH_20	1
Actinoplanes_derwentensis_DSM_43941	None	Pkinase	39
Actinoplanes_derwentensis_DSM_43941	ROK	HTH_24	1
Actinoplanes_derwentensis_DSM_43941	FCD	GntR	13
Actinoplanes_derwentensis_DSM_43941	DeoRC	HTH_DeoR	6
Actinoplanes_derwentensis_DSM_43941	LysR_substrate	HTH_1	29
Actinoplanes_derwentensis_DSM_43941	AsnC_trans_reg	HTH_24	3
Actinoplanes_derwentensis_DSM_43941	BTAD	Trans_reg_C	28
Actinoplanes_derwentensis_DSM_43941	None	Rrf2	4
Actinoplanes_derwentensis_DSM_43941	Aminotran_1_2	GntR	7
Actinoplanes_derwentensis_DSM_43941	None	HxlR	13
Actinoplanes_derwentensis_DSM_43941	None	PadR	23
Actinoplanes_derwentensis_DSM_43941	IclR	HTH_IclR	16
Actinoplanes_derwentensis_DSM_43941	TetR_C_11	TetR_N	9
Actinoplanes_derwentensis_DSM_43941	None	HTH_31	45
Actinoplanes_derwentensis_DSM_43941	None	MarR_2	34
Actinoplanes_derwentensis_DSM_43941	Arg_repressor_C	Arg_repressor	1
Actinoplanes_derwentensis_DSM_43941	None	HTH_18	8
Actinoplanes_derwentensis_DSM_43941	None	SpoIIE	13
Actinoplanes_derwentensis_DSM_43941	WYL	HTH_11	9
Actinoplanes_derwentensis_DSM_43941	None	MarR	19
Actinoplanes_derwentensis_DSM_43941	None	Sigma70_r2	10
Actinoplanes_derwentensis_DSM_43941	None	Sigma70_r3	10
Actinoplanes_derwentensis_DSM_43941	None	Sigma70_r4	10
Actinoplanes_derwentensis_DSM_43941	None	Guanylate_cyc	3
Actinoplanes_derwentensis_DSM_43941	None	HTH_34	2
Actinoplanes_derwentensis_DSM_43941	None	MerR_1	20
Actinoplanes_derwentensis_DSM_43941	TetR_C_6	TetR_N	10
Actinoplanes_derwentensis_DSM_43941	DJ-1_PfpI	HTH_18	9
Actinoplanes_derwentensis_DSM_43941	TPR_10	Trans_reg_C	2
Actinoplanes_derwentensis_DSM_43941	TPR_12	Trans_reg_C	7
Actinoplanes_derwentensis_DSM_43941	TetR_C	GntR	1
Actinoplanes_derwentensis_DSM_43941	TetR_C	TetR_N	14
Actinoplanes_derwentensis_DSM_43941	PAS	EAL	9
Actinoplanes_derwentensis_DSM_43941	PAS	GGDEF	11
Actinoplanes_derwentensis_DSM_43941	GAF	SpoIIE	3
Actinoplanes_derwentensis_DSM_43941	None	GntR	6
Actinoplanes_derwentensis_DSM_43941	Cupin_6	HTH_18	2
Actinoplanes_derwentensis_DSM_43941	None	HTH_3	9
Actinoplanes_derwentensis_DSM_43941	Fe_dep_repr_C	Fe_dep_repress	1
Actinoplanes_derwentensis_DSM_43941	FeoA	Fe_dep_repress	1
Actinoplanes_derwentensis_DSM_43941	Peptidase_S24	LexA_DNA_bind	3
Actinoplanes_derwentensis_DSM_43941	Ada_Zn_binding	HTH_18	1
Actinoplanes_derwentensis_DSM_43941	AlkA_N	HTH_18	1
Actinoplanes_derwentensis_DSM_43941	None	CsrA	1
Actinoplanes_derwentensis_DSM_43941	None	FUR	4
Actinoplanes_derwentensis_DSM_43941	None	None	2
Actinoplanes_derwentensis_DSM_43941	ROK	MarR_2	1
Actinoplanes_derwentensis_DSM_43941	AraC_binding_2	HTH_18	5
Actinoplanes_derwentensis_DSM_43941	TPR_12	HTH_31	3
Actinoplanes_derwentensis_DSM_43941	AsnC_trans_reg	HTH_AsnC-type	6
Actinoplanes_derwentensis_DSM_43941	Cupin_2	HTH_31	4
Actinoplanes_derwentensis_DSM_43941	PaaX_C	PaaX	1
Actinoplanes_derwentensis_DSM_43941	CoA_binding	Put_DNA-bind_N	1
Actinoplanes_derwentensis_DSM_43941	None	HTH_17	11
Actinoplanes_derwentensis_DSM_43941	WHG	TetR_N	5
Actinoplanes_derwentensis_DSM_43941	None	HDOD	2
Actinoplanes_derwentensis_DSM_43941	None	LexA_DNA_bind	1
Actinoplanes_derwentensis_DSM_43941	Pep_deformylase	HTH_31	1
Actinoplanes_derwentensis_DSM_43941	B12-binding_2	MerR_1	1
Actinoplanes_derwentensis_DSM_43941	GAF	EAL	2
Actinoplanes_derwentensis_DSM_43941	UTRA	GntR	8
Actinoplanes_derwentensis_DSM_43941	None	HTH_26	3
Actinoplanes_derwentensis_DSM_43941	HEM4	Trans_reg_C	2
Actinoplanes_derwentensis_DSM_43941	SIS	HTH_6	3
Actinoplanes_derwentensis_DSM_43941	None	HTH_30	5
Actinoplanes_derwentensis_DSM_43941	GAF	ANTAR	3
Actinoplanes_derwentensis_DSM_43941	HrcA	HTH_DeoR	1
Actinoplanes_derwentensis_DSM_43941	Cupin_2	HTH_3	2
Actinoplanes_derwentensis_DSM_43941	TetR_C_13	TetR_N	1
Actinoplanes_derwentensis_DSM_43941	LAGLIDADG_WhiA	HTH_WhiA	1
Actinoplanes_derwentensis_DSM_43941	WhiA_N	HTH_WhiA	1
Actinoplanes_derwentensis_DSM_43941	None	RHH_1	1
Actinoplanes_derwentensis_DSM_43941	GyrI-like	MerR_1	3
Actinoplanes_derwentensis_DSM_43941	BTAD	HTH_31	1
Actinoplanes_derwentensis_DSM_43941	None	HTH_27	3
Actinoplanes_derwentensis_DSM_43941	AraC_binding	HTH_18	2
Actinoplanes_derwentensis_DSM_43941	ROK	HTH_IclR	2
Actinoplanes_derwentensis_DSM_43941	HEAT_2	MerR_1	1
Actinoplanes_derwentensis_DSM_43941	Citrate_synt	HTH_17	1
Actinoplanes_derwentensis_DSM_43941	TPR_8	Trans_reg_C	1
Actinoplanes_derwentensis_DSM_43941	GAF	Pkinase	4
Actinoplanes_derwentensis_DSM_43941	HisKA_7TM	GGDEF	1
Actinoplanes_derwentensis_DSM_43941	None	Vir_act_alpha_C	3
Actinoplanes_derwentensis_DSM_43941	TetR_C_4	TetR_N	1
Actinoplanes_derwentensis_DSM_43941	DICT	EAL	1
Actinoplanes_derwentensis_DSM_43941	Peripla_BP_3	GGDEF	1
Actinoplanes_derwentensis_DSM_43941	TOBE	MerR	1
Actinoplanes_derwentensis_DSM_43941	AHSA1	HTH_20	1
Actinoplanes_derwentensis_DSM_43941	Peripla_BP_3	HTH_DeoR	2
Actinoplanes_derwentensis_DSM_43941	Acetyltransf_1	MarR_2	1
Actinoplanes_derwentensis_DSM_43941	None	HTH_1	1
Actinoplanes_derwentensis_DSM_43941	Redoxin	MerR_1	1
Actinoplanes_derwentensis_DSM_43941	AraC_N	HTH_18	1
Actinoplanes_derwentensis_DSM_43941	TPR_12	HTH_3	1
Actinoplanes_derwentensis_DSM_43941	TPR_7	HTH_31	1
Actinoplanes_derwentensis_DSM_43941	GyrI-like	HTH_18	1
Auraticoccus_monumenti_MON_2_2	None	HTH_3	2
Auraticoccus_monumenti_MON_2_2	FCD	GntR	11
Auraticoccus_monumenti_MON_2_2	None	MarR_2	13
Auraticoccus_monumenti_MON_2_2	None	HxlR	1
Auraticoccus_monumenti_MON_2_2	None	MarR	6
Auraticoccus_monumenti_MON_2_2	WHG	TetR_N	6
Auraticoccus_monumenti_MON_2_2	PAS	ANTAR	1
Auraticoccus_monumenti_MON_2_2	GAF	ANTAR	11
Auraticoccus_monumenti_MON_2_2	None	Pkinase	6
Auraticoccus_monumenti_MON_2_2	HEM4	Trans_reg_C	1
Auraticoccus_monumenti_MON_2_2	LAGLIDADG_WhiA	HTH_WhiA	1
Auraticoccus_monumenti_MON_2_2	WhiA_N	HTH_WhiA	1
Auraticoccus_monumenti_MON_2_2	None	HTH_24	1
Auraticoccus_monumenti_MON_2_2	LysR_substrate	HTH_1	9
Auraticoccus_monumenti_MON_2_2	Peripla_BP_3	LacI	34
Auraticoccus_monumenti_MON_2_2	Arg_repressor_C	Arg_repressor	1
Auraticoccus_monumenti_MON_2_2	HrcA	HTH_DeoR	1
Auraticoccus_monumenti_MON_2_2	None	FUR	2
Auraticoccus_monumenti_MON_2_2	None	TetR_N	35
Auraticoccus_monumenti_MON_2_2	None	HTH_30	1
Auraticoccus_monumenti_MON_2_2	IclR	HTH_IclR	3
Auraticoccus_monumenti_MON_2_2	None	HTH_31	15
Auraticoccus_monumenti_MON_2_2	Peptidase_S24	LexA_DNA_bind	1
Auraticoccus_monumenti_MON_2_2	None	Sigma70_r2	4
Auraticoccus_monumenti_MON_2_2	None	Sigma70_r3	3
Auraticoccus_monumenti_MON_2_2	None	Sigma70_r4	4
Auraticoccus_monumenti_MON_2_2	TetR_C_13	TetR_N	2
Auraticoccus_monumenti_MON_2_2	TetR_C_11	TetR_N	4
Auraticoccus_monumenti_MON_2_2	None	HTH_20	10
Auraticoccus_monumenti_MON_2_2	None	HTH_18	4
Auraticoccus_monumenti_MON_2_2	AsnC_trans_reg	HTH_24	2
Auraticoccus_monumenti_MON_2_2	Peripla_BP_3	HTH_DeoR	2
Auraticoccus_monumenti_MON_2_2	None	HTH_26	1
Auraticoccus_monumenti_MON_2_2	UTRA	GntR	5
Auraticoccus_monumenti_MON_2_2	None	MerR	4
Auraticoccus_monumenti_MON_2_2	None	GerE	5
Auraticoccus_monumenti_MON_2_2	None	MerR_1	9
Auraticoccus_monumenti_MON_2_2	None	MerR-DNA-bind	1
Auraticoccus_monumenti_MON_2_2	None	ANTAR	3
Auraticoccus_monumenti_MON_2_2	EPSP_synthase	HTH_3	1
Auraticoccus_monumenti_MON_2_2	AsnC_trans_reg	HTH_AsnC-type	2
Auraticoccus_monumenti_MON_2_2	None	LacI	1
Auraticoccus_monumenti_MON_2_2	WYL	HTH_11	3
Auraticoccus_monumenti_MON_2_2	AraC_binding	HTH_18	5
Auraticoccus_monumenti_MON_2_2	None	HTH_27	1
Auraticoccus_monumenti_MON_2_2	AraC_N	HTH_18	1
Auraticoccus_monumenti_MON_2_2	None	HTH_5	5
Auraticoccus_monumenti_MON_2_2	ROK	HTH_IclR	1
Auraticoccus_monumenti_MON_2_2	TetR_C_6	TetR_N	3
Auraticoccus_monumenti_MON_2_2	DICT	EAL	1
Auraticoccus_monumenti_MON_2_2	None	Rrf2	1
Auraticoccus_monumenti_MON_2_2	Fe_dep_repr_C	Fe_dep_repress	1
Auraticoccus_monumenti_MON_2_2	ROK	MarR_2	1
Auraticoccus_monumenti_MON_2_2	TetR_C	TetR_N	3
Auraticoccus_monumenti_MON_2_2	Cupin_2	HTH_3	1
Auraticoccus_monumenti_MON_2_2	None	HTH_34	2
Auraticoccus_monumenti_MON_2_2	LMWPc	HTH_5	1
Auraticoccus_monumenti_MON_2_2	Aminotran_1_2	GntR	3
Auraticoccus_monumenti_MON_2_2	None	None	1
Auraticoccus_monumenti_MON_2_2	None	HTH_1	1
Auraticoccus_monumenti_MON_2_2	TOBE	HTH_17	1
Auraticoccus_monumenti_MON_2_2	DJ-1_PfpI	HTH_18	1
Auraticoccus_monumenti_MON_2_2	TetR_C_7	TetR_N	1
Auraticoccus_monumenti_MON_2_2	None	HTH_17	1
Auraticoccus_monumenti_MON_2_2	None	PadR	1
Auraticoccus_monumenti_MON_2_2	SIS	HTH_6	2
Auraticoccus_monumenti_MON_2_2	Cupin_2	HTH_31	1
Auraticoccus_monumenti_MON_2_2	Peripla_BP_3	GntR	1
Auraticoccus_monumenti_MON_2_2	None	PSK_trans_fac	1
Auraticoccus_monumenti_MON_2_2	GyrI-like	MerR_1	1
Auraticoccus_monumenti_MON_2_2	None	HTH_IclR	1
Auraticoccus_monumenti_MON_2_2	HEAT_2	MerR_1	1
Auraticoccus_monumenti_MON_2_2	DeoRC	HTH_DeoR	1
Auraticoccus_monumenti_MON_2_2	cNMP_binding	HTH_Crp_2	1
Auraticoccus_monumenti_MON_2_2	AraC_binding_2	HTH_18	1
Auraticoccus_monumenti_MON_2_2	CoA_binding	Put_DNA-bind_N	1
Actinocatenispora_thailandica_NBRC_105041	PAS	EAL	3
Actinocatenispora_thailandica_NBRC_105041	PAS	GGDEF	3
Actinocatenispora_thailandica_NBRC_105041	None	PadR	20
Actinocatenispora_thailandica_NBRC_105041	None	HTH_27	2
Actinocatenispora_thailandica_NBRC_105041	None	Pkinase	15
Actinocatenispora_thailandica_NBRC_105041	None	Trans_reg_C	1
Actinocatenispora_thailandica_NBRC_105041	None	FUR	3
Actinocatenispora_thailandica_NBRC_105041	None	HTH_3	4
Actinocatenispora_thailandica_NBRC_105041	None	MerR_1	22
Actinocatenispora_thailandica_NBRC_105041	None	HTH_17	6
Actinocatenispora_thailandica_NBRC_105041	AsnC_trans_reg	HTH_AsnC-type	8
Actinocatenispora_thailandica_NBRC_105041	None	MarR	19
Actinocatenispora_thailandica_NBRC_105041	None	TetR_N	97
Actinocatenispora_thailandica_NBRC_105041	None	HTH_18	14
Actinocatenispora_thailandica_NBRC_105041	Acetyltransf_1	MarR_2	1
Actinocatenispora_thailandica_NBRC_105041	DJ-1_PfpI	HTH_18	6
Actinocatenispora_thailandica_NBRC_105041	None	HTH_31	49
Actinocatenispora_thailandica_NBRC_105041	None	HxlR	16
Actinocatenispora_thailandica_NBRC_105041	None	Vir_act_alpha_C	4
Actinocatenispora_thailandica_NBRC_105041	Methyltransf_11	MerR	1
Actinocatenispora_thailandica_NBRC_105041	DeoRC	HTH_DeoR	5
Actinocatenispora_thailandica_NBRC_105041	None	HTH_20	26
Actinocatenispora_thailandica_NBRC_105041	LysR_substrate	HTH_1	31
Actinocatenispora_thailandica_NBRC_105041	SIS	HTH_6	5
Actinocatenispora_thailandica_NBRC_105041	None	MarR_2	30
Actinocatenispora_thailandica_NBRC_105041	None	HTH_34	1
Actinocatenispora_thailandica_NBRC_105041	None	GntR	16
Actinocatenispora_thailandica_NBRC_105041	TetR_C	TetR_N	15
Actinocatenispora_thailandica_NBRC_105041	Citrate_synt	HTH_17	1
Actinocatenispora_thailandica_NBRC_105041	None	EAL	4
Actinocatenispora_thailandica_NBRC_105041	None	GGDEF	8
Actinocatenispora_thailandica_NBRC_105041	Ada_Zn_binding	HTH_18	1
Actinocatenispora_thailandica_NBRC_105041	AlkA_N	HTH_18	1
Actinocatenispora_thailandica_NBRC_105041	AHSA1	HTH_20	1
Actinocatenispora_thailandica_NBRC_105041	TetR_C_6	TetR_N	9
Actinocatenispora_thailandica_NBRC_105041	None	GerE	27
Actinocatenispora_thailandica_NBRC_105041	None	Sigma70_r2	11
Actinocatenispora_thailandica_NBRC_105041	None	Sigma70_r3	10
Actinocatenispora_thailandica_NBRC_105041	None	Sigma70_r4	11
Actinocatenispora_thailandica_NBRC_105041	None	MerR	6
Actinocatenispora_thailandica_NBRC_105041	Peripla_BP_3	LacI	23
Actinocatenispora_thailandica_NBRC_105041	cNMP_binding	HTH_Crp_2	4
Actinocatenispora_thailandica_NBRC_105041	None	SpoIIE	6
Actinocatenispora_thailandica_NBRC_105041	BTAD	Trans_reg_C	7
Actinocatenispora_thailandica_NBRC_105041	WHG	TetR_N	10
Actinocatenispora_thailandica_NBRC_105041	FCD	GntR	15
Actinocatenispora_thailandica_NBRC_105041	GAF	HTH_30	1
Actinocatenispora_thailandica_NBRC_105041	TPR_12	Trans_reg_C	2
Actinocatenispora_thailandica_NBRC_105041	Cupin_2	HTH_3	2
Actinocatenispora_thailandica_NBRC_105041	PaaX_C	PaaX	2
Actinocatenispora_thailandica_NBRC_105041	None	TrmB	4
Actinocatenispora_thailandica_NBRC_105041	UTRA	GntR	5
Actinocatenispora_thailandica_NBRC_105041	AraC_binding	HTH_18	6
Actinocatenispora_thailandica_NBRC_105041	Cupin_2	HTH_31	1
Actinocatenispora_thailandica_NBRC_105041	EPSP_synthase	HTH_31	1
Actinocatenispora_thailandica_NBRC_105041	Pep_deformylase	HTH_31	1
Actinocatenispora_thailandica_NBRC_105041	TetR_C_11	TetR_N	13
Actinocatenispora_thailandica_NBRC_105041	Aminotran_1_2	GntR	6
Actinocatenispora_thailandica_NBRC_105041	Usp	GntR	1
Actinocatenispora_thailandica_NBRC_105041	TPR_10	Trans_reg_C	1
Actinocatenispora_thailandica_NBRC_105041	GAF	ANTAR	4
Actinocatenispora_thailandica_NBRC_105041	None	ANTAR	2
Actinocatenispora_thailandica_NBRC_105041	None	HTH_30	4
Actinocatenispora_thailandica_NBRC_105041	IclR	HTH_IclR	11
Actinocatenispora_thailandica_NBRC_105041	TetR_C_7	TetR_N	1
Actinocatenispora_thailandica_NBRC_105041	PucR	HTH_30	2
Actinocatenispora_thailandica_NBRC_105041	Fe_dep_repr_C	Fe_dep_repress	1
Actinocatenispora_thailandica_NBRC_105041	FeoA	Fe_dep_repress	1
Actinocatenispora_thailandica_NBRC_105041	GyrI-like	MerR_1	1
Actinocatenispora_thailandica_NBRC_105041	ROK	MarR_2	4
Actinocatenispora_thailandica_NBRC_105041	None	Sigma70_r4_2	1
Actinocatenispora_thailandica_NBRC_105041	LAGLIDADG_WhiA	HTH_WhiA	1
Actinocatenispora_thailandica_NBRC_105041	WhiA_N	HTH_WhiA	1
Actinocatenispora_thailandica_NBRC_105041	WYL	HTH_11	9
Actinocatenispora_thailandica_NBRC_105041	AsnC_trans_reg	HTH_24	2
Actinocatenispora_thailandica_NBRC_105041	TOBE	MerR	1
Actinocatenispora_thailandica_NBRC_105041	Arg_repressor_C	Arg_repressor	1
Actinocatenispora_thailandica_NBRC_105041	None	HTH_5	8
Actinocatenispora_thailandica_NBRC_105041	TetR_C_4	TetR_N	1
Actinocatenispora_thailandica_NBRC_105041	TetR_C_13	TetR_N	1
Actinocatenispora_thailandica_NBRC_105041	Peripla_BP_1	LacI	1
Actinocatenispora_thailandica_NBRC_105041	Cupin_6	HTH_18	1
Actinocatenispora_thailandica_NBRC_105041	TetR_C	GntR	1
Actinocatenispora_thailandica_NBRC_105041	Peptidase_S24	LexA_DNA_bind	1
Actinocatenispora_thailandica_NBRC_105041	DZR	Guanylate_cyc	1
Actinocatenispora_thailandica_NBRC_105041	None	Fe_dep_repress	1
Actinocatenispora_thailandica_NBRC_105041	Arabinose_bd	HTH_18	1
Actinocatenispora_thailandica_NBRC_105041	AHSA1	HTH_5	1
Actinocatenispora_thailandica_NBRC_105041	None	RHH_1	1
Actinocatenispora_thailandica_NBRC_105041	None	HTH_8	1
Actinocatenispora_thailandica_NBRC_105041	GAF	EAL	1
Actinocatenispora_thailandica_NBRC_105041	GAF	GGDEF	1
Actinocatenispora_thailandica_NBRC_105041	None	HTH_IclR	2
Actinocatenispora_thailandica_NBRC_105041	AhpC-TSA	HxlR	1
Actinocatenispora_thailandica_NBRC_105041	None	Guanylate_cyc	2
Actinocatenispora_thailandica_NBRC_105041	CoA_binding	Put_DNA-bind_N	1
Actinocatenispora_thailandica_NBRC_105041	GAF	SpoIIE	1
Actinocatenispora_thailandica_NBRC_105041	PAS	ANTAR	1
Actinocatenispora_thailandica_NBRC_105041	PAS	SpoIIE	1
Actinocatenispora_thailandica_NBRC_105041	None	HTH_AsnC-type	1
Actinocatenispora_thailandica_NBRC_105041	TipAS	MerR_1	1
Actinocatenispora_thailandica_NBRC_105041	ROK	HTH_IclR	1
Actinocatenispora_thailandica_NBRC_105041	None	MerR-DNA-bind	1
Actinocatenispora_thailandica_NBRC_105041	None	Rrf2	1
Actinocatenispora_thailandica_NBRC_105041	TPR_12	HTH_31	1
Actinocatenispora_thailandica_NBRC_105041	B12-binding_2	MerR_1	1
Baekduia_soli_BR7_21	None	TetR_N	53
Baekduia_soli_BR7_21	None	Guanylate_cyc	5
Baekduia_soli_BR7_21	None	HTH_20	14
Baekduia_soli_BR7_21	None	HD	6
Baekduia_soli_BR7_21	None	HTH_Crp_2	3
Baekduia_soli_BR7_21	None	MarR	9
Baekduia_soli_BR7_21	FCD	GntR	20
Baekduia_soli_BR7_21	PucR	HTH_30	1
Baekduia_soli_BR7_21	Aminotran_1_2	GntR	2
Baekduia_soli_BR7_21	None	MerR_1	11
Baekduia_soli_BR7_21	TetR_C_4	TetR_N	1
Baekduia_soli_BR7_21	None	PadR	2
Baekduia_soli_BR7_21	LysR_substrate	HTH_1	11
Baekduia_soli_BR7_21	GAF	SpoIIE	3
Baekduia_soli_BR7_21	None	ANTAR	1
Baekduia_soli_BR7_21	None	Sigma70_r2	11
Baekduia_soli_BR7_21	None	Sigma70_r3	9
Baekduia_soli_BR7_21	None	Sigma70_r4	14
Baekduia_soli_BR7_21	MASE1	GGDEF	1
Baekduia_soli_BR7_21	MASE1	HD	1
Baekduia_soli_BR7_21	None	HTH_17	10
Baekduia_soli_BR7_21	Peripla_BP_3	LacI	1
Baekduia_soli_BR7_21	DeoRC	HTH_DeoR	1
Baekduia_soli_BR7_21	None	MarR_2	9
Baekduia_soli_BR7_21	DJ-1_PfpI	HTH_18	1
Baekduia_soli_BR7_21	None	HxlR	4
Baekduia_soli_BR7_21	None	GGDEF	9
Baekduia_soli_BR7_21	None	GerE	17
Baekduia_soli_BR7_21	None	HTH_18	3
Baekduia_soli_BR7_21	FHA	GerE	1
Baekduia_soli_BR7_21	None	Pkinase	7
Baekduia_soli_BR7_21	None	SpoIIE	7
Baekduia_soli_BR7_21	None	HTH_30	6
Baekduia_soli_BR7_21	AsnC_trans_reg	HTH_AsnC-type	7
Baekduia_soli_BR7_21	Cupin_2	HTH_3	3
Baekduia_soli_BR7_21	PAS	EAL	5
Baekduia_soli_BR7_21	PAS	GGDEF	6
Baekduia_soli_BR7_21	PAS	SpoIIE	2
Baekduia_soli_BR7_21	None	FUR	2
Baekduia_soli_BR7_21	None	HTH_3	3
Baekduia_soli_BR7_21	None	GntR	1
Baekduia_soli_BR7_21	None	EAL	3
Baekduia_soli_BR7_21	None	HDOD	5
Baekduia_soli_BR7_21	None	HTH_31	3
Baekduia_soli_BR7_21	TOBE	MerR_1	2
Baekduia_soli_BR7_21	None	RHH_1	2
Baekduia_soli_BR7_21	None	HTH_27	1
Baekduia_soli_BR7_21	CoA_binding	Put_DNA-bind_N	1
Baekduia_soli_BR7_21	Cupin_2	HTH_31	2
Baekduia_soli_BR7_21	TPR_12	Pkinase	1
Baekduia_soli_BR7_21	BTAD	Trans_reg_C	2
Baekduia_soli_BR7_21	None	MerR	1
Baekduia_soli_BR7_21	WHG	TetR_N	1
Baekduia_soli_BR7_21	MASE4	GGDEF	1
Baekduia_soli_BR7_21	Rhodanese	HTH_5	2
Baekduia_soli_BR7_21	None	HD_5	5
Baekduia_soli_BR7_21	SIS	HTH_6	2
Baekduia_soli_BR7_21	UTRA	GntR	3
Baekduia_soli_BR7_21	GAF	GGDEF	5
Baekduia_soli_BR7_21	None	Rrf2	3
Baekduia_soli_BR7_21	TetR_C_9	TetR_N	1
Baekduia_soli_BR7_21	Peptidase_S24	LexA_DNA_bind	1
Baekduia_soli_BR7_21	GAF	HD	1
Baekduia_soli_BR7_21	PAS	HD	1
Baekduia_soli_BR7_21	None	Trans_reg_C	1
Baekduia_soli_BR7_21	None	HTH_5	3
Baekduia_soli_BR7_21	TetR_C	TetR_N	3
Baekduia_soli_BR7_21	Fe_dep_repr_C	Fe_dep_repress	2
Baekduia_soli_BR7_21	FeoA	Fe_dep_repress	2
Baekduia_soli_BR7_21	DICT	MerR_1	1
Baekduia_soli_BR7_21	None	CsrA	2
Baekduia_soli_BR7_21	AHSA1	HTH_20	1
Baekduia_soli_BR7_21	DICT	EAL	1
Baekduia_soli_BR7_21	DICT	GGDEF	1
Baekduia_soli_BR7_21	TetR_C_6	TetR_N	3
Baekduia_soli_BR7_21	cNMP_binding	HTH_Crp_2	1
Baekduia_soli_BR7_21	None	HTH_24	1
Baekduia_soli_BR7_21	GAF	EAL	1
Baekduia_soli_BR7_21	WYL	HTH_11	1
Baekduia_soli_BR7_21	TPR_12	Guanylate_cyc	1
Baekduia_soli_BR7_21	IclR	HTH_IclR	1
Actinomyces_faecalis_ZJ34	None	Pkinase	5
Actinomyces_faecalis_ZJ34	None	TetR_N	11
Actinomyces_faecalis_ZJ34	Sugar-bind	MarR_2	1
Actinomyces_faecalis_ZJ34	Peripla_BP_3	LacI	31
Actinomyces_faecalis_ZJ34	LysR_substrate	HTH_1	2
Actinomyces_faecalis_ZJ34	ROK	MarR_2	5
Actinomyces_faecalis_ZJ34	None	MerR_1	4
Actinomyces_faecalis_ZJ34	None	HTH_17	8
Actinomyces_faecalis_ZJ34	Fe_dep_repr_C	Fe_dep_repress	2
Actinomyces_faecalis_ZJ34	FeoA	Fe_dep_repress	2
Actinomyces_faecalis_ZJ34	None	MarR	1
Actinomyces_faecalis_ZJ34	None	Guanylate_cyc	1
Actinomyces_faecalis_ZJ34	Choline_kinase	MarR_2	1
Actinomyces_faecalis_ZJ34	NTP_transf_3	MarR_2	1
Actinomyces_faecalis_ZJ34	None	RHH_1	3
Actinomyces_faecalis_ZJ34	None	HTH_IclR	1
Actinomyces_faecalis_ZJ34	DeoRC	HTH_DeoR	2
Actinomyces_faecalis_ZJ34	None	GntR	4
Actinomyces_faecalis_ZJ34	None	HTH_26	2
Actinomyces_faecalis_ZJ34	None	HTH_20	2
